update,stage_id,learning_rate,task_exposures,mean_total_objective,mean_thermal_smooth,mean_exact_tmax,maximum_projection_absolute_error,maximum_material_fraction_error,gradient_norm_before_clipping,gradient_norm_after_clipping,all_gradients_finite,wall_seconds
51,1,0.001,1,0.4387685538657332,0.4387246882334674,0.4796510878793011,2.9802322387695312e-08,2.9802322387695312e-08,0.04729247738746426,0.04729247738746426,True,1.6013632269750815
52,1,0.001,1,0.4338719602218539,0.43383331365796635,0.466244677783714,0.0,0.0,0.8272894511697984,0.8272894511697984,True,1.5946355479827616
53,1,0.001,1,0.38416073370112064,0.38412370373440863,0.42908701705566754,0.0,0.0,0.5899429193688724,0.5899429193688724,True,1.655673111003125
54,1,0.001,1,0.4472700595570279,0.4472267906231357,0.49593390685573496,1.4901161193847656e-08,1.4901161193847656e-08,0.2929769109732174,0.2929769109732174,True,1.587183883995749
55,1,0.001,1,0.41978109808024394,0.41974414620679246,0.4644927740966286,0.0,0.0,0.8672812005512878,0.8672812005512878,True,1.5749583979777526
56,1,0.001,1,0.42703694815207865,0.4269928752185836,0.4707148690792487,1.4901161193847656e-08,1.4901161193847656e-08,0.7570481982667858,0.7570481982667858,True,1.6108157230191864
57,1,0.001,1,0.3631272546009792,0.3630875169852449,0.4058057911070903,0.0,0.0,0.11804337696014083,0.11804337696014083,True,1.6630288460000884
58,1,0.001,1,0.4039594319966821,0.40391078263346236,0.45745015095691977,0.0,0.0,0.4952902066495986,0.4952902066495986,True,1.5918205839989241
59,1,0.001,1,0.38496308442236854,0.3849139770794101,0.4330670469566107,2.9802322387695312e-08,2.9802322387695312e-08,0.11134731436645756,0.11134731436645756,True,1.6213357320229989
60,1,0.001,1,0.382490755249014,0.38245403419082413,0.4346449843309763,0.0,0.0,0.33236152244004363,0.33236152244004363,True,1.6222108799847774
61,1,0.001,1,0.33419078486650605,0.33415358969434517,0.38722241960491766,1.4901161193847656e-08,1.4901161193847656e-08,0.143917190431368,0.143917190431368,True,1.6313016490021255
62,1,0.001,1,0.3932858376358752,0.3932472950820928,0.44684248193332,1.4901161193847656e-08,1.4901161193847656e-08,0.08742028937798363,0.08742028937798363,True,1.6029550899984315
63,1,0.001,1,0.47528795647145783,0.47524269459666285,0.5235382625532377,2.9802322387695312e-08,2.9802322387695312e-08,0.08061861270620885,0.08061861270620885,True,1.5916606789978687
64,1,0.001,1,0.35185946263593065,0.3518192324958407,0.4025656211080645,2.9802322387695312e-08,2.9802322387695312e-08,0.25240005095526935,0.25240005095526935,True,1.61208209299366
65,1,0.001,1,0.3711272326328744,0.37108881686562195,0.422845870346465,2.9802322387695312e-08,2.9802322387695312e-08,0.39981348578889786,0.39981348578889786,True,1.6342752649798058
66,1,0.001,1,0.3878290407771338,0.38778803803418765,0.4422885260511786,0.0,0.0,0.22302326425320027,0.22302326425320027,True,1.6399863209808245
67,1,0.001,1,0.3805265042523565,0.38048487541477105,0.43572639944966934,1.4901161193847656e-08,1.4901161193847656e-08,0.062073180075064724,0.062073180075064724,True,1.6635455609939527
68,1,0.001,1,0.5144065658304334,0.514366011597538,0.5650252934462239,0.0,0.0,0.046760428362697566,0.046760428362697566,True,1.6054977230087388
69,1,0.001,1,0.4227870553397331,0.42274147136516305,0.4769555360544324,2.9802322387695312e-08,2.9802322387695312e-08,0.24247546407234408,0.24247546407234408,True,1.6470991229871288
70,1,0.001,1,0.33512024603273943,0.3350760382437356,0.39197342259677126,1.4901161193847656e-08,1.4901161193847656e-08,0.18720718879887055,0.18720718879887055,True,1.6661084289953578
71,1,0.001,1,0.43166518851403035,0.43161949882689754,0.4875980882401024,2.9802322387695312e-08,2.9802322387695312e-08,0.30160010284904,0.30160010284904,True,1.6010896470106672
72,1,0.001,1,0.37853382963524057,0.3784952923043151,0.43403019035413876,1.4901161193847656e-08,1.4901161193847656e-08,0.259531516981576,0.259531516981576,True,1.6426808029937092
73,1,0.001,1,0.34488467833696157,0.34484696687309296,0.40152166496396025,1.4901161193847656e-08,1.4901161193847656e-08,0.1657579085755526,0.1657579085755526,True,1.6100807829934638
74,1,0.001,1,0.3911603131095012,0.39111490866039594,0.44582986326748103,0.0,0.0,0.2613648692745471,0.2613648692745471,True,1.6855431259900797
75,1,0.001,1,0.35302229242293914,0.3529730105873831,0.40822389581082447,0.0,0.0,0.18276507863692823,0.18276507863692823,True,1.8394864239962772
76,1,0.001,1,0.34435272863101424,0.3443128056187576,0.4013076082036326,0.0,0.0,0.09053603141239755,0.09053603141239755,True,1.686268147022929
77,1,0.001,1,0.3477331306410155,0.3476917087507567,0.39896766717193854,0.0,0.0,0.05924727067175271,0.05924727067175271,True,1.7058050490159076
78,1,0.001,1,0.424004315723166,0.42395252271039796,0.482102769271052,0.0,0.0,0.1463081901902556,0.1463081901902556,True,1.735369345988147
79,1,0.001,1,0.41909667510905835,0.4190506113506255,0.4754362779150503,0.0,0.0,0.22706205286040365,0.22706205286040365,True,1.619080620992463
80,1,0.001,1,0.3215530721078206,0.32151465500318893,0.3774013633316584,0.0,0.0,0.308905822594302,0.308905822594302,True,1.712165921984706
81,1,0.001,1,0.4267014725646478,0.4266509199506146,0.483437882059285,0.0,0.0,0.12862675579082516,0.12862675579082516,True,1.6272649960010312
